Model,Mean,Std,Min,Max,Time
Isolation Forest,-0.06528145452463929,0.037182432234690935,-0.1301168028527947,0.1807253385890707,0.5926790237426758
One-Class SVM,-3.784413260998427,2.432427889552954,-11.502194972689189,7.657149777253202,0.9501268863677979
LOF,-0.4259395362268463,0.08313819699809678,-0.5407487006008005,0.19300251230174936,1.0494410991668701
PCA,0.08945353906802178,0.07437220859597345,0.010647209919786372,1.4416790437265918,0.048271894454956055
Autoencoder,0.0919061228632927,0.056813400238752365,0.009680241346359253,0.639537513256073,53.0755660533905
BiLSTM,0.49236568808555603,0.30297932028770447,0.1675068885087967,3.4905200004577637,253.62203192710876
